,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Total
8467,Ultimate Fighting Championship,PS,2000.0,Fighting,Ubisoft,140.0,90.0,0.0,20.0,250.0
8468,Disney Tangled,Wii,2010.0,Action,Disney Interactive Studios,470.0,170.0,0.0,50.0,690.0
8469,Mobile Light Force 2,PS2,2002.0,Shooter,Taito,50.0,40.0,0.0,10.0,100.0
8471,FIFA Soccer 2003,PS2,2002.0,Sports,Electronic Arts,460.0,2280.0,50.0,610.0,3400.0
8472,Natsuiro no Sunadokei,PS2,2002.0,Adventure,Princess Soft,0.0,0.0,20.0,0.0,20.0
8473,WWE All Stars,PS2,2011.0,Fighting,THQ,50.0,40.0,0.0,10.0,100.0
8474,Exhibition Volume 6,XB,2004.0,Misc,Microsoft Game Studios,10.0,0.0,0.0,0.0,10.0
8475,Gotouchi Tetsudou: Gotouchi Chara to Nihon Zenkoku no Tabi,WiiU,2014.0,Misc,Namco Bandai Games,0.0,0.0,30.0,0.0,30.0
8476,Steins;Gate: Hiyoku Renri no Darling,PSP,2012.0,Action,5pb,0.0,0.0,60.0,0.0,60.0
8477,Just Dance 2016,XOne,2015.0,Misc,Ubisoft,240.0,40.0,0.0,30.0,310.0
8478,Battle Stadium D.O.N,PS2,2006.0,Fighting,Namco Bandai Games,0.0,0.0,150.0,0.0,150.0
8479,Ford Mustang: The Legend Lives,PS2,2005.0,Racing,Take-Two Interactive,140.0,110.0,0.0,40.0,290.0
8480,Little Deviants,PSV,2011.0,Platform,Sony Computer Entertainment,150.0,130.0,0.0,50.0,330.0
8481,Finding Nemo,GBA,2003.0,Action,THQ,1590.0,1050.0,40.0,140.0,2820.0
8482,Mario & Sonic at the Olympic Games,Wii,2007.0,Sports,Sega,2580.0,3900.0,660.0,910.0,8050.0
8483,Driver 2 Advance,GBA,2002.0,Action,Atari,250.0,90.0,0.0,10.0,350.0
8484,iCarly,DS,2009.0,Adventure,Activision,670.0,10.0,0.0,50.0,730.0
8485,Cory in the House,DS,2007.0,Action,Disney Interactive Studios,110.0,0.0,0.0,10.0,120.0
8486,Treasure Hunter G,SNES,1996.0,Role-Playing,SquareSoft,0.0,0.0,200.0,0.0,200.0
8487,Evil Dead: Hail to the King,PS,2000.0,Adventure,THQ,150.0,100.0,0.0,20.0,270.0
8488,Bravo Air Race,PS,1997.0,Racing,THQ,80.0,50.0,0.0,10.0,140.0
8489,Onechanbara: Bikini Zombie Slayers,Wii,2008.0,Action,D3Publisher,110.0,0.0,0.0,10.0,120.0
8490,MotoGP 09/10,X360,2010.0,Racing,Capcom,70.0,90.0,0.0,20.0,180.0
8491,Summer Sports 2: Island Sports Party,Wii,2008.0,Sports,Ubisoft,240.0,0.0,0.0,20.0,260.0
8492,Littlest Pet Shop: Beach Friends,DS,2009.0,Simulation,Electronic Arts,250.0,0.0,0.0,20.0,270.0
8493,Wing Arms,SAT,1994.0,Shooter,Sega,0.0,0.0,200.0,0.0,200.0
8494,Samurai Warriors 4-II,PS4,2015.0,Action,Tecmo Koei,30.0,20.0,60.0,10.0,120.0
8495,Inversion,PS3,2012.0,Shooter,Namco Bandai Games,30.0,30.0,0.0,10.0,70.0
8496,Guitar Hero III: Legends of Rock,PC,2007.0,Misc,Aspyr,10.0,0.0,0.0,0.0,10.0
8497,Power Pro Success Legends,PSP,2010.0,Sports,Konami Digital Entertainment,0.0,0.0,60.0,0.0,60.0
8498,Dramatic Dungeon: Sakura Wars - Kimi Arugatame,DS,2008.0,Role-Playing,Sega,0.0,0.0,50.0,0.0,50.0
8499,Echo Night Beyond,PS2,2004.0,Adventure,Indie Games,20.0,10.0,0.0,0.0,30.0
8500,Intelligent Qube,PS,1997.0,Puzzle,Sony Computer Entertainment,130.0,70.0,1000.0,20.0,1220.0
8501,NFL Blitz 2001,N64,2000.0,Sports,Midway Games,340.0,70.0,0.0,0.0,410.0
8502,Donkey Konga 2,GC,2004.0,Misc,Nintendo,300.0,80.0,0.0,10.0,390.0
8503,Evil Dead: Regeneration,PS2,2005.0,Action,THQ,100.0,80.0,0.0,30.0,210.0
8504,Tiger Woods PGA Tour 11,X360,2010.0,Sports,Electronic Arts,280.0,200.0,0.0,50.0,530.0
8505,World of Warcraft: Legion,PC,2016.0,Role-Playing,Activision,140.0,120.0,0.0,20.0,280.0
8506,Spider-Man 2,DS,2004.0,Action,Activision,410.0,20.0,30.0,40.0,500.0
8507,Rango: The Video Game,X360,2011.0,Action,Electronic Arts,60.0,60.0,0.0,10.0,130.0
8508,CSI: Fatal Conspiracy,X360,2010.0,Adventure,Ubisoft,110.0,40.0,0.0,10.0,160.0
8509,SimCity 4,PC,2003.0,Simulation,Electronic Arts,10.0,240.0,0.0,50.0,300.0
8510,Planescape: Torment,PC,1998.0,Role-Playing,Interplay,10.0,20.0,0.0,10.0,40.0
8511,WCW vs the World,PS,1998.0,Fighting,THQ,1170.0,200.0,40.0,50.0,1460.0
8512,Chocobo no Fushigi Dungeon for WonderSwan,WS,1999.0,Role-Playing,Namco Bandai Games,0.0,0.0,180.0,0.0,180.0
8513,Darksiders,PS3,2010.0,Action,THQ,10.0,10.0,0.0,0.0,20.0
8514,Pac-Pix,DS,2005.0,Puzzle,Namco Bandai Games,160.0,0.0,100.0,10.0,270.0
8515,Fighter Maker 2,PS2,2002.0,Fighting,Enterbrain,30.0,30.0,0.0,10.0,70.0
8516,Otogirisou,SNES,1992.0,Adventure,ChunSoft,0.0,0.0,160.0,0.0,160.0
8517,Buffy the Vampire Slayer: Wrath of the Darkhul King,GBA,2003.0,Action,THQ,20.0,10.0,0.0,0.0,30.0
8518,Mega Man Anniversary Collection,XB,2005.0,Platform,Capcom,100.0,30.0,0.0,0.0,130.0
8519,Rudolph the Red-Nosed Reindeer,Wii,2010.0,Action,Crave Entertainment,150.0,0.0,0.0,10.0,160.0
8520,Final Fantasy V,SNES,1992.0,Role-Playing,SquareSoft,0.0,0.0,2430.0,20.0,2450.0
8521,Valkyria Chronicles,PS3,2008.0,Role-Playing,Sega,710.0,200.0,240.0,130.0,1280.0
8522,The Price is Right 2010 Edition,DS,2009.0,Misc,Ubisoft,120.0,0.0,0.0,10.0,130.0
8523,The Incredible Hulk,PS3,2008.0,Action,Sega,220.0,30.0,0.0,30.0,280.0
8524,Avatar: The Last Airbender - Into the Inferno,PS2,2008.0,Adventure,THQ,120.0,90.0,0.0,30.0,240.0
8526,ESPN Winter X-Games: Snowboarding 2002,GBA,2000.0,Sports,Konami Digital Entertainment,50.0,20.0,0.0,0.0,70.0
8527,Sakura Wars 1 & 2,PSP,2006.0,Strategy,Sega,0.0,0.0,20.0,0.0,20.0
8528,Theme Hospital,PC,1997.0,Strategy,Electronic Arts,2300.0,100.0,0.0,0.0,2400.0
8530,Shin Megami Tensei: Devil Summoner,SAT,1995.0,Role-Playing,Atlus,0.0,0.0,380.0,0.0,380.0
8531,DS Kageyama Method: Dennou Hanpuku - Masu x Masu Hyaku Masu Keisan,DS,2006.0,Misc,Shogakukan,0.0,0.0,200.0,0.0,200.0
8532,Gothic Universe,PC,2007.0,Role-Playing,JoWood Productions,0.0,30.0,0.0,10.0,40.0
8533,Pokémon Yellow: Special Pikachu Edition,GB,1998.0,Role-Playing,Nintendo,5890.0,5040.0,3120.0,590.0,14640.0
8534,The Smurfs: Dance Party,Wii,2011.0,Misc,Ubisoft,220.0,40.0,0.0,20.0,280.0
8535,Cooking Mama 4: Kitchen Magic!,3DS,2011.0,Simulation,505 Games,500.0,70.0,0.0,40.0,610.0
8536,The Rise of the Argonauts,PS3,2008.0,Role-Playing,Codemasters,50.0,120.0,0.0,30.0,200.0
8537,Re-Volt,PS,1998.0,Racing,Acclaim Entertainment,110.0,70.0,0.0,10.0,190.0
8538,Go Play: City Sports,Wii,2009.0,Sports,Majesco Entertainment,80.0,0.0,0.0,10.0,90.0
8539,Cars,PS2,2006.0,Racing,THQ,1010.0,40.0,0.0,160.0,1210.0
8540,Sentimental Graffiti,SAT,1998.0,Adventure,NEC Interchannel,0.0,0.0,250.0,0.0,250.0
8541,Stuart Little 2,GBA,2002.0,Platform,Activision,330.0,120.0,0.0,10.0,460.0
8542,Legends of Wrestling II,PS2,2002.0,Fighting,Acclaim Entertainment,160.0,130.0,0.0,40.0,330.0
8543,NBA 2K6,PS2,2005.0,Action,Take-Two Interactive,430.0,340.0,0.0,110.0,880.0
8544,Nil Admirari no Tenbin: Teito Genwaku Toukidan,PSV,2016.0,Adventure,Idea Factory,0.0,0.0,20.0,0.0,20.0
8545,NHL 2004,GC,2003.0,Sports,Electronic Arts,80.0,20.0,0.0,0.0,100.0
8547,Skylanders: Trap Team,XOne,2014.0,Action,Activision,250.0,70.0,0.0,30.0,350.0
8548,ISS Pro Evolution,PS,1998.0,Sports,Konami Digital Entertainment,0.0,0.0,710.0,50.0,760.0
8549,World Soccer Jikkyou Winning Eleven 2000: U-23 Medal heno Chousen,PS,2000.0,Sports,Konami Digital Entertainment,0.0,0.0,390.0,30.0,420.0
8550,Heroes VS,PSP,2013.0,Fighting,Namco Bandai Games,0.0,0.0,20.0,0.0,20.0
8551,Euro Truck Simulator 2,PC,2012.0,Action,SCS Software,0.0,120.0,0.0,20.0,140.0
8552,Madden NFL 09,PSP,2008.0,Sports,Electronic Arts,650.0,0.0,0.0,60.0,710.0
8553,Transformers: Devastation,PS3,2015.0,Action,Activision,30.0,70.0,0.0,20.0,120.0
8554,Disney Sing It! High School Musical 3: Senior Year,PS3,2008.0,Misc,Disney Interactive Studios,80.0,260.0,0.0,70.0,410.0
8555,Assassin's Creed IV: Black Flag,PC,2013.0,Action,Ubisoft,220.0,380.0,0.0,100.0,700.0
8556,Naruto: Ultimate Ninja Heroes 2 - The Phantom Fortress,PSP,2006.0,Fighting,Atari,140.0,0.0,0.0,10.0,150.0
8557,No Man's Sky,PS4,2016.0,Action,Hello Games,580.0,740.0,20.0,260.0,1600.0
8558,Tony Hawk's Underground 2,GC,2004.0,Sports,Activision,380.0,100.0,0.0,10.0,490.0
8559,Global Defence Force,PS2,2005.0,Shooter,Essential Games,0.0,0.0,170.0,0.0,170.0
8560,Lego Batman 3: Beyond Gotham,PS3,2014.0,Action,Warner Bros. Interactive Entertainment,330.0,350.0,0.0,130.0,810.0
8561,Front Mission 5: Scars of the War,PS2,2005.0,Strategy,Square Enix,0.0,0.0,210.0,0.0,210.0
8562,Madden NFL 2005,DS,2004.0,Sports,Electronic Arts,240.0,0.0,0.0,20.0,260.0
8563,Puyo Pop Fever(us sales),DS,2004.0,Puzzle,Ignition Entertainment,30.0,0.0,0.0,0.0,30.0
8564,FIFA Soccer 06,XB,2005.0,Sports,Electronic Arts,290.0,380.0,0.0,10.0,680.0
8565,Fantastic Four: Rise of the Silver Surfer,PS2,2007.0,Action,Take-Two Interactive,190.0,150.0,0.0,50.0,390.0
8566,Brothers In Arms: Earned in Blood,XB,2005.0,Shooter,Ubisoft,230.0,70.0,0.0,10.0,310.0
8567,Kong: King of Atlantis,GBA,2005.0,Action,THQ,20.0,10.0,0.0,0.0,30.0
8568,XCOM 2,XOne,2016.0,Strategy,Take-Two Interactive,10.0,10.0,0.0,0.0,20.0
8569,Harry Potter and the Order of the Phoenix,PS2,2007.0,Action,Electronic Arts,130.0,100.0,0.0,30.0,260.0
8570,All-Star Baseball 2003,GBA,2002.0,Sports,Acclaim Entertainment,110.0,40.0,0.0,0.0,150.0
8571,WTA Tour Tennis,XB,2002.0,Sports,Konami Digital Entertainment,10.0,0.0,0.0,0.0,10.0
8572,Bladestorm: Nightmare,PS3,2015.0,Action,Tecmo Koei,0.0,0.0,30.0,0.0,30.0
8573,NCAA College Football 2K3,GC,2002.0,Sports,Sega,50.0,10.0,0.0,0.0,60.0
8574,Ms Saga: A New Dawn,PS2,2005.0,Role-Playing,Namco Bandai Games,20.0,20.0,0.0,10.0,50.0
8575,Whiplash,XB,2003.0,Racing,Eidos Interactive,40.0,10.0,0.0,0.0,50.0
8576,Gallop Racer 2004,PS2,2004.0,Sports,Zoo Digital Publishing,30.0,20.0,0.0,10.0,60.0
8577,Paws & Claws: Marine Rescue,DS,2011.0,Simulation,THQ,60.0,0.0,0.0,0.0,60.0
8578,Summer Heat Beach Volleyball,PS2,2003.0,Sports,Acclaim Entertainment,140.0,110.0,0.0,40.0,290.0
8579,Derby Stallion 96,SNES,1996.0,Sports,ASCII Entertainment,0.0,0.0,1040.0,10.0,1050.0
8580,Cars 2,DS,2011.0,Racing,Disney Interactive Studios,720.0,440.0,40.0,120.0,1320.0
8581,Mega Man ZX,DS,2006.0,Platform,Capcom,180.0,0.0,100.0,20.0,300.0
8582,Star Trek: Shattered Universe,XB,2004.0,Simulation,Global Star,30.0,10.0,0.0,0.0,40.0
8583,LEGO Star Wars II: The Original Trilogy,GBA,2006.0,Action,LucasArts,60.0,20.0,0.0,0.0,80.0
8584,Assassin's Creed Syndicate,XOne,2015.0,Action,Ubisoft,610.0,560.0,0.0,110.0,1280.0
8585,Magic: The Gathering - Battlegrounds,XB,2003.0,Strategy,Atari,120.0,30.0,0.0,10.0,160.0
8586,SingStar,PS3,2007.0,Misc,Sony Computer Entertainment,450.0,580.0,0.0,130.0,1160.0
8587,Dungeon Siege II,PC,2005.0,Role-Playing,Microsoft Game Studios,0.0,20.0,0.0,0.0,20.0
8588,SD Gundam G Generation: Cross Drive,DS,2007.0,Strategy,Namco Bandai Games,0.0,0.0,260.0,0.0,260.0
8589,The Walking Dead: Survival Instinct,WiiU,2013.0,Shooter,Activision,80.0,30.0,0.0,10.0,120.0
8590,Metal Gear Solid: Portable Ops Plus,PSP,2007.0,Action,Konami Digital Entertainment,260.0,10.0,260.0,170.0,700.0
8591,Mount & Blade Collection,PC,2012.0,Role-Playing,Paradox Interactive,0.0,20.0,0.0,0.0,20.0
8592,Metal Fight Beyblade: Choujou Kessen! Big Bang Bladers,DS,2010.0,Action,Hudson Soft,0.0,0.0,20.0,0.0,20.0
8593,Totally Spies! Totally Party,PS2,2008.0,Misc,Ubisoft,10.0,10.0,0.0,0.0,20.0
8594,Curious George,GBA,2006.0,Action,Namco Bandai Games,120.0,40.0,0.0,0.0,160.0
8595,The Simpsons: Road Rage,GC,2001.0,Racing,Electronic Arts,190.0,50.0,0.0,10.0,250.0
8596,Disney Sing It: Party Hits,PS3,2010.0,Misc,Disney Interactive Studios,100.0,10.0,0.0,10.0,120.0
8597,America's Next Top Model,Wii,2010.0,Action,Crave Entertainment,80.0,0.0,0.0,10.0,90.0
8598,Bladestorm: Nightmare,XOne,2015.0,Action,Tecmo Koei,30.0,20.0,0.0,0.0,50.0
8599,Star Wars: Battlefront II,PS2,2005.0,Shooter,LucasArts,2180.0,1020.0,30.0,370.0,3600.0
8601,Apassionata: Die Galanacht der Pferde,DS,2009.0,Simulation,RTL,0.0,40.0,0.0,10.0,50.0
8602,MotoGP 15,X360,2015.0,Racing,Milestone S.r.l.,0.0,10.0,0.0,0.0,10.0
8603,Minna no Conveni,DS,2010.0,Simulation,Taito,0.0,0.0,10.0,0.0,10.0
8604,Card Fight!! Vanguard G: Stride to Victory!!,3DS,2016.0,Misc,FuRyu,0.0,0.0,40.0,0.0,40.0
8605,Sid Meier's Pirates!,PSP,2007.0,Strategy,Take-Two Interactive,160.0,10.0,0.0,20.0,190.0
8606,PachiPara 15: Super Umi Monogatari in Okinawa 2,PS3,2010.0,Misc,Irem Software Engineering,0.0,0.0,20.0,0.0,20.0
8607,Madden NFL 07,DS,2006.0,Sports,Electronic Arts,200.0,0.0,0.0,20.0,220.0
8608,RealSports Football,2600,1981.0,Sports,Atari,240.0,10.0,0.0,0.0,250.0
8609,F1 Race Stars,X360,2012.0,Racing,Codemasters,70.0,180.0,0.0,30.0,280.0
8610,Overlord: Dark Legend,Wii,2009.0,Action,Codemasters,120.0,220.0,0.0,40.0,380.0
8611,Tales of VS.,PSP,2009.0,Fighting,Namco Bandai Games,0.0,0.0,230.0,0.0,230.0
8612,Namco Museum Megamix,Wii,2010.0,Misc,Namco Bandai Games,200.0,0.0,0.0,10.0,210.0
8613,"Ed, Edd n Eddy: The Mis-Edventures",PS2,2005.0,Platform,Midway Games,340.0,10.0,0.0,60.0,410.0
8614,Loons: The Fight For Fame,XB,2002.0,Action,Atari,50.0,20.0,0.0,0.0,70.0
8615,NCAA Football 11,X360,2010.0,Sports,Electronic Arts,860.0,0.0,0.0,60.0,920.0
8616,NBA Live 07,PSP,2006.0,Sports,Electronic Arts,470.0,0.0,0.0,40.0,510.0
8617,Brothers in Arms: Hell's Highway,PS3,2008.0,Shooter,Ubisoft,440.0,340.0,0.0,150.0,930.0
8618,Culdcept,3DS,2012.0,Misc,Nintendo,0.0,0.0,160.0,0.0,160.0
8619,Trauma Center: Second Opinion,Wii,2006.0,Simulation,Nintendo,280.0,20.0,30.0,30.0,360.0
8620,Ben 10 Galactic Racing,X360,2011.0,Racing,D3Publisher,70.0,20.0,0.0,10.0,100.0
8621,BMX XXX,XB,2002.0,Sports,Acclaim Entertainment,80.0,20.0,0.0,0.0,100.0
8622,Franklin the Turtle,GBA,2005.0,Misc,Game Factory,20.0,10.0,0.0,0.0,30.0
8623,The Godfather: Blackhand Edition,Wii,2007.0,Adventure,Electronic Arts,140.0,0.0,0.0,10.0,150.0
8624,Spy Hunter,PS2,2001.0,Racing,Midway Games,1130.0,320.0,0.0,220.0,1670.0
8625,Pro Yaky? Spirits 2011,PS3,2011.0,Sports,Konami Digital Entertainment,0.0,0.0,180.0,0.0,180.0
8626,SD Gundam G Generation Portable,PSP,2006.0,Strategy,Namco Bandai Games,0.0,0.0,270.0,0.0,270.0
8627,Teenage Mutant Ninja Turtles 3: Mutant Nightmare,DS,2005.0,Action,Konami Digital Entertainment,50.0,0.0,0.0,0.0,50.0
8628,Contender 2,PS,2000.0,Fighting,3DO,310.0,210.0,0.0,40.0,560.0
8629,Pokémon Emerald Version,GBA,2004.0,Role-Playing,Nintendo,2570.0,1580.0,2060.0,210.0,6420.0
8630,Lupin Sansei: Shijou Saidai no Zunousen,DS,2010.0,Adventure,Namco Bandai Games,0.0,0.0,70.0,0.0,70.0
8631,LEGO Jurassic World,PS3,2015.0,Action,Warner Bros. Interactive Entertainment,340.0,440.0,0.0,150.0,930.0
8632,MotoGP 10/11,X360,2011.0,Racing,Capcom,0.0,50.0,0.0,10.0,60.0
8633,Real Bout Garou Densetsu Special: Dominated Mind,PS,1998.0,Fighting,SNK,0.0,0.0,50.0,0.0,50.0
8634,Mass Effect 2,X360,2010.0,Role-Playing,Electronic Arts,1990.0,820.0,30.0,270.0,3110.0
8635,Syberia II,XB,2004.0,Adventure,Ubisoft,20.0,10.0,0.0,0.0,30.0
8636,Prince of Persia: Warrior Within,XB,2004.0,Action,Ubisoft,480.0,280.0,0.0,40.0,800.0
8637,Imperium Romanum,PC,2008.0,Strategy,Kalypso Media,0.0,10.0,0.0,0.0,10.0
8639,Sonic Generations,PC,2011.0,Platform,Sega,20.0,70.0,0.0,20.0,110.0
8640,Elminage II: Sousei no Megami to Unmei no Daichi,PSP,2009.0,Role-Playing,Starfish,0.0,0.0,20.0,0.0,20.0
8641,Hitman: Absolution,PC,2012.0,Action,Square Enix,30.0,170.0,0.0,40.0,240.0
8642,LEGO Star Wars III: The Clone Wars,DS,2011.0,Action,LucasArts,660.0,390.0,0.0,110.0,1160.0
8643,Otometeki Koi Kakumei * Love Revo,PS2,2006.0,Adventure,Interchannel,0.0,0.0,30.0,0.0,30.0
8644,Zac to Ombra: Maboroshi no Yuuenchi,DS,2010.0,Adventure,Konami Digital Entertainment,0.0,0.0,40.0,0.0,40.0
8645,Jumper: Griffin's Story,PS2,2008.0,Action,Eidos Interactive,30.0,30.0,0.0,10.0,70.0
8646,The Testament of Sherlock Holmes,PS3,2012.0,Adventure,Focus Home Interactive,50.0,150.0,0.0,60.0,260.0
8647,Rock 'N Roll Racing,GBA,2003.0,Racing,Activision,30.0,10.0,0.0,0.0,40.0
8648,Super Robot Taisen UX,3DS,2013.0,Role-Playing,Namco Bandai Games,0.0,0.0,180.0,0.0,180.0
8649,Clover no Kuni no Alice: Wonderful Wonder World,PS2,2010.0,Adventure,Prototype,0.0,0.0,20.0,0.0,20.0
8650,NCAA Football 09,PS3,2008.0,Sports,Electronic Arts,540.0,0.0,0.0,40.0,580.0
8652,Knockout Kings 2002,PS2,2002.0,Sports,Electronic Arts,450.0,350.0,0.0,120.0,920.0
8653,K-1 Revenge,PS,1997.0,Fighting,Xing Entertainment,40.0,30.0,160.0,20.0,250.0
8654,Skate 3,PS3,2010.0,Sports,Electronic Arts,790.0,940.0,0.0,350.0,2080.0
8655,F1 2000,PS,2000.0,Racing,Electronic Arts,140.0,90.0,0.0,20.0,250.0
8656,Sotsugyou II: Neo Generation,PS,1995.0,Simulation,Riverhillsoft,0.0,0.0,40.0,0.0,40.0
8657,The House of The Dead III,XB,2002.0,Shooter,Sega,290.0,80.0,0.0,10.0,380.0
8658,Legends of WrestleMania,PS3,2009.0,Fighting,THQ,300.0,170.0,0.0,70.0,540.0
8659,Pokémon: For Ho-Oh the Bells Toll!: Game Boy Advance Video,GBA,2004.0,Misc,Nintendo,90.0,30.0,0.0,0.0,120.0
8660,Carve,XB,2004.0,Racing,Global Star,40.0,10.0,0.0,0.0,50.0
8661,Ratchet & Clank: Into the Nexus,PS3,2013.0,Shooter,Sony Computer Entertainment,300.0,290.0,0.0,110.0,700.0
8662,Warriors of Might and Magic,PS2,2001.0,Adventure,3DO,90.0,70.0,0.0,20.0,180.0
8663,Resident Evil 6,PC,2012.0,Shooter,Capcom,0.0,40.0,0.0,10.0,50.0
8664,GT Advance 2: Rally Racing,GBA,2001.0,Racing,THQ,80.0,30.0,0.0,0.0,110.0
8665,Wheel of Fortune,N64,1997.0,Misc,Take-Two Interactive,200.0,50.0,0.0,0.0,250.0
8666,Pokken Tournament,WiiU,2016.0,Fighting,Namco Bandai Games,470.0,220.0,160.0,70.0,920.0
8667,Horsez,DS,2006.0,Simulation,Ubisoft,380.0,10.0,0.0,30.0,420.0
8668,Crash Superpack: Crash Bandicoot 2: N-Tranced / Crash Nitro Kart,GBA,2005.0,Misc,Vivendi Games,90.0,30.0,0.0,0.0,120.0
8669,Bratz: Girlz Really Rock,Wii,2008.0,Action,THQ,190.0,0.0,0.0,20.0,210.0
8670,WWE All Stars,X360,2011.0,Fighting,THQ,180.0,140.0,0.0,30.0,350.0
8671,EyeToy: Operation Spy,PS2,2005.0,Action,Sony Computer Entertainment,50.0,40.0,0.0,10.0,100.0
8672,Off-Road Drive,PC,2011.0,Racing,1C Company,0.0,30.0,0.0,10.0,40.0
8673,Akiba's Trip: Undead & Undressed,PSV,2013.0,Action,Nippon Ichi Software,90.0,20.0,80.0,30.0,220.0
8674,The Lost Chronicles of Zerzura,PC,2012.0,Adventure,DTP Entertainment,0.0,50.0,0.0,10.0,60.0
8675,Pro Evolution Soccer,PS2,2001.0,Sports,Konami Digital Entertainment,60.0,900.0,530.0,270.0,1760.0
8676,Megamind: The Blue Defender,DS,2010.0,Adventure,THQ,190.0,50.0,0.0,20.0,260.0
8677,Celebrity Sports Showdown,Wii,2008.0,Sports,Electronic Arts,180.0,220.0,0.0,50.0,450.0
8678,Taiko no Tatsujin: Wii U Version!,WiiU,2013.0,Misc,Namco Bandai Games,0.0,0.0,190.0,0.0,190.0
8679,Who Wants to be a Millionaire: 1st Edition,DS,2007.0,Misc,Ubisoft,0.0,40.0,0.0,0.0,40.0
8680,Dragon Ball: Fusions,3DS,2016.0,Role-Playing,Namco Bandai Games,0.0,0.0,170.0,0.0,170.0
8681,NCAA Football 2002,PS2,2001.0,Sports,Electronic Arts,770.0,600.0,0.0,200.0,1570.0
8682,Galidor: Defenders of the Outer Dimension,GBA,2002.0,Action,Electronic Arts,90.0,30.0,0.0,0.0,120.0
8683,Madagascar: Escape 2 Africa,PS3,2008.0,Action,Activision,120.0,80.0,0.0,40.0,240.0
8684,Dynasty Warriors Gundam,X360,2007.0,Action,Namco Bandai Games,150.0,10.0,20.0,10.0,190.0
8685,18 Wheeler: American Pro Trucker,GC,2002.0,Racing,Acclaim Entertainment,90.0,20.0,0.0,0.0,110.0
8686,F1 2013,PS3,2013.0,Racing,Codemasters,10.0,450.0,30.0,150.0,640.0
8687,BioShock The Collection,PS4,2016.0,Shooter,Take-Two Interactive,50.0,110.0,10.0,30.0,200.0
8688,Burnout Paradise: The Ultimate Box,PS3,2009.0,Racing,Electronic Arts,0.0,60.0,10.0,20.0,90.0
8689,The Adventures of Tintin: The Game,Wii,2011.0,Action,Ubisoft,130.0,170.0,0.0,40.0,340.0
8690,FIFA Soccer 09,X360,2008.0,Sports,Electronic Arts,490.0,1260.0,10.0,180.0,1940.0
8691,NCAA Football 08,PS2,2007.0,Sports,Electronic Arts,650.0,30.0,0.0,110.0,790.0
8692,The Sims: Bustin' Out,GBA,2003.0,Simulation,Electronic Arts,930.0,350.0,0.0,60.0,1340.0
8693,The Smurfs 2,DS,2013.0,Platform,Ubisoft,0.0,210.0,0.0,20.0,230.0
8694,Age of Empires III: The Asian Dynasties,PC,2007.0,Strategy,Microsoft Game Studios,0.0,50.0,0.0,10.0,60.0
8695,Crysis 3,PC,2013.0,Shooter,Electronic Arts,170.0,390.0,0.0,90.0,650.0
8696,Carnival Games,Wii,2007.0,Misc,Take-Two Interactive,2130.0,1500.0,50.0,420.0,4100.0
8697,Yoshi's New Island,3DS,2014.0,Platform,Nintendo,470.0,510.0,280.0,90.0,1350.0
8698,Zone of the Enders: The 2nd Runner,PS2,2003.0,Simulation,Konami Digital Entertainment,150.0,120.0,110.0,40.0,420.0
8699,NBA Live 07,X360,2006.0,Sports,Electronic Arts,420.0,0.0,0.0,40.0,460.0
8700,South Park,PS,1998.0,Shooter,Acclaim Entertainment,390.0,270.0,0.0,50.0,710.0
8701,Dragon Ball: Evolution,PSP,2009.0,Fighting,Namco Bandai Games,90.0,0.0,0.0,10000.0,10090.0
8702,Deathtrap Dungeon,PS,1998.0,Action,Eidos Interactive,190.0,130.0,0.0,20.0,340.0
8703,Metal Gear Ac!d 2,PSP,2005.0,Strategy,Konami Digital Entertainment,110.0,10.0,50.0,10.0,180.0
8704,Backyard NFL Football '10,X360,2009.0,Sports,Atari,100.0,0.0,0.0,10.0,110.0
8705,Tales of Fandom Vol.2,PS2,2007.0,Role-Playing,Namco Bandai Games,0.0,0.0,80.0,0.0,80.0
8706,Shaun the Sheep,DS,2008.0,Adventure,D3Publisher,40.0,0.0,0.0,0.0,40.0
8707,Legend of the Dragon,PSP,2007.0,Fighting,Game Factory,30.0,0.0,0.0,0.0,30.0
8708,Metal Max Returns,SNES,1995.0,Role-Playing,Data East,0.0,0.0,40.0,0.0,40.0
8709,Pirates of the Caribbean: Dead Man's Chest,PSP,2006.0,Adventure,Disney Interactive Studios,250.0,10.0,0.0,20.0,280.0
8710,Dead Rising 2: Off the Record,PC,2011.0,Action,Capcom,40.0,20.0,0.0,10.0,70.0
8711,Arabians Lost: The Engagement on Desert,PSP,2012.0,Adventure,Quinrose,0.0,0.0,10.0,0.0,10.0
8712,Kung Fu Panda,PC,2008.0,Action,Activision,0.0,20.0,0.0,0.0,20.0
8713,Tom Clancy's Splinter Cell: Blacklist,PS3,2013.0,Action,Ubisoft,340.0,410.0,60.0,180.0,990.0
8714,WWE SmackDown! vs. RAW 2006,PS2,2005.0,Fighting,THQ,1450.0,1110.0,40.0,330.0,2930.0
8715,Call of Duty: World at War,PS3,2008.0,Shooter,Activision,2720.0,1870.0,0.0,840.0,5430.0
8716,Hey Arnold! The Movie,GBA,2002.0,Platform,THQ,190.0,70.0,0.0,0.0,260.0
